id,full_name,description,hyperlink,image_hyperlink,acted_movie_ids
1,Robert Downey Jr.,"Robert Downey Jr. has evolved into one of the most respected actors in Hollywood. With an amazing list of credits to his name, he has managed to stay new and fresh even after over four decades in the business.",https://www.imdb.com/name/nm0000375,https://i.loli.net/2020/10/10/5I3Reugnh96SoMC.png,9,10,11,13
2,Tom Holland,"Thomas Stanley Holland was born in Kingston-upon-Thames, Surrey, to Nicola Elizabeth (Frost), a photographer, and Dominic Holland (Dominic Anthony Holland), who is a comedian and author.",https://www.imdb.com/name/nm4043618,"https://m.media-amazon.com/images/M/MV5BNTAzMzA3NjQwOF5BMl5BanBnXkFtZTgwMDUzODQ5MTI@._V1_SY1000_CR0,0,824,1000_AL_.jpg",9,10,11
3,Scarlett Johansson,"Scarlett Johansson was born in New York City. Her mother, Melanie Sloan, is from a Jewish family from the Bronx, and her father, Karsten Johansson, is a Danish-born architect, from Copenhagen.",https://www.imdb.com/name/nm0424060,"https://m.media-amazon.com/images/M/MV5BMTM3OTUwMDYwNl5BMl5BanBnXkFtZTcwNTUyNzc3Nw@@._V1_SY1000_CR0,0,824,1000_AL_.jpg",9
